protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,new_half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,025h_A,0.5h_A,1h_A,2h_A,4h_A,8h_A,20h_A,28h_A,0h_B,025h_B,0.5h_B,1h_B,2h_B,4h_B,8h_B,20h_B,28h_B,0h_C,025h_C,0.5h_C,1h_C,2h_C,4h_C,8h_C,20h_C,28h_C
Tb927.5.4410,0.8644697074099232,0.021273448564813825,9.98175201016993,0.6960639400741677,0.12989691924102975,0.017491846417827518,8.517485115932336,1.0,0.014289037403461116,Tb927.5.4410;Tb05.5K5.60,"hypothetical protein, conserved;hypothetical protein, conserved",1,GO:0006364|rRNA processing,0.964612321723944,,,0.8932963585802778,,0.6825513986912927,0.5585462340721101,0.2575189508669101,0.14656491163980093,,,,0.8936836191444394,0.8359071776089215,0.6985749225780751,0.5202424111977293,0.24390563074852314,0.1658992367212771,,,0.9329416297032329,0.9488591302623752,0.8970800929545574,0.7350972313655293,0.5134243965207924,0.25374361081858576,0.17897699803392814
Tb927.5.4420,0.7698955853496818,0.010385396384749165,11.955702844159221,0.5141102904125625,0.18753840216659803,0.010372866341331012,11.594487017313098,3.0,0.02454406933730996,Tb927.5.4420;Tb05.5K5.70,"nucleolar RNA helicase II, putative;nucleolar RNA helicase II, putative",1,GO:0003729|mRNA binding; GO:0005634|nucleus; GO:0003723|RNA binding; GO:0004386|helicase activity; GO:0005524|ATP binding; GO:0008026|ATP-dependent helicase activity; GO:0005730|nucleolus; GO:0005654|nucleoplasm; GO:0003676|nucleic acid binding,0.9571553440132802,0.9743763901536072,0.9391127682253521,0.9169707665549108,0.9148403739962078,0.7134835447899838,0.600699574172243,0.3623570678893001,0.2591180275326781,0.9527729679222882,0.9453498292503382,0.9412727644771844,0.954877736586106,0.8694657486491197,0.7008253632967592,0.5838082955443691,0.3159815354153956,0.2632793534400943,0.9535138542823692,0.9459502373807142,0.9511700164511304,0.9509737029440282,0.8742919845996739,0.7348433441748369,0.5777660688697976,0.3504316103531106,0.2623387751645253
Tb927.5.4430,,,,,,,,none,,Tb927.5.4430;Tb05.5K5.80,"calcium/calmodulin-dependent protein kinase, putative;calcium/calmodulin-dependent protein kinase, putative",0,GO:0004674|protein serine/threonine kinase activity; GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb06.3A7.270,,,,,,,,none,,Tb06.3A7.270,"hypothetical protein, conserved",0,none,,,,,0.8359709298376692,0.7663741507365657,0.5589180050718512,,,,,,,,,,,,,,,,,,0.5846684847451851,0.2993467401050339,
Tb06.3A7.960,0.7896359882888601,0.002910564673385505,10.222693245415057,0.09599095302449777,0.13561555750353824,0.0013864435257174602,8.984693095127732,2.0,0.0036261332505881845,Tb06.3A7.960,hypothetical protein,1,none,,,,,,0.6561577576584398,0.5180433383394122,0.2601645582948512,,,,0.8969935683302588,,0.6907149027512368,0.6957520091848449,0.4934895833333333,0.18216989148351315,0.18513111187449904,,0.8818210731973283,0.8759852850766485,,,0.677361459408959,0.4994949494949496,0.28686571703756275,0.1881950252454853
Tb927.7.2140,0.971675230901335,0.02806813199260921,9.274349518800296,0.625271495062993,0.09700903787762627,0.032655913432432,7.379114277064566,1.0,0.014455701487472456,Tb927.7.2140;Tb07.11L3.90,"zinc finger protein family member, putative;zinc finger protein family member, putative",1,GO:0031981|nuclear lumen; GO:0003723|RNA binding; GO:0097014|ciliary plasm; GO:0046872|metal ion binding; GO:0010608|posttranscriptional regulation of gene expression; GO:0005654|nucleoplasm; GO:0005737|cytoplasm,,0.9701340818715896,,,0.8829111974753501,0.732864655947376,0.4894545880149812,0.20649290830831785,0.13780458582137414,,,,0.9495125371552032,,0.6981175499042191,0.5172859181483913,0.12382180629200988,0.1229133318088269,,,,,0.8779150797272172,0.7087328247836331,0.5022837184309511,0.21364283976787016,0.18598318258947824
Tb08.27P2.620,,,,,,,,none,,Tb08.27P2.620,"variant surface glycoprotein, degenerate",0,GO:0020012|evasion or tolerance of host immune response,,,,,,,,,0.2701351342765837,,0.9347723120644156,,,,,0.6652436726292291,0.29031881312107244,0.29246904245185745,,,,,,,,,
Tb09.v4.0009,0.7768734714301517,,20.724987460797106,,7.740621477125842e-10,,14.343895339747295,6.0,0.08079714001479459,Tb09.v4.0009;Tb927.9.15660,"receptor-type adenylate cyclase, putative;procyclic-enriched flagellar receptor adenylate cyclase 6",1,GO:0016849|phosphorus-oxygen lyase activity; GO:0035556|intracellular signal transduction; GO:0009190|cyclic nucleotide biosynthetic process,0.7240724852455607,,,,0.5684199215601999,0.7341169556273877,0.623049107663595,0.3647158979284452,0.19818229102506196,,,0.767769473453343,0.8824855572777229,0.546251465266806,0.7113890717577354,0.5907112123513034,0.3049746270951869,0.19813846217206868,,,0.7362787803360299,0.8403811252268603,0.5924611973392461,0.6586134453781513,0.6491824931457504,0.2649221363955554,0.20532419609910385
Tb09.v4.0015,,,,,,,,none,,Tb09.v4.0015;Tb927.9.15870,hypothetical protein;hypothetical protein,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb09.v4.0067,0.9055992710532416,0.0694850610022747,22.16323937263532,2.9943504584824963,0.0721611506773665,0.07133685325025876,17.178610127109156,9.0,0.011905462143699709,Tb09.v4.0067,"retrotransposon hot spot protein, pseudogene",1,none,,,,0.9173812421878836,0.917448394906496,0.8203445972335753,0.7033268134062906,0.4521700494417712,0.33452953079549763,0.973430648709382,0.976967782532379,,0.9647548909421972,0.916184752425381,0.8410690516168884,0.6617264575967837,0.36841977339107257,0.3101333070443517,0.9534494398931022,0.9647225530656872,0.9631172490781944,0.96373068198223,0.8899307799364171,0.8268123948679046,0.7102464461036793,0.43650557066736223,0.3503509426010277
Tb927.10.4430,1.019707272894769,,19.95073626467465,,2.327915638034028e-12,,13.807225285536346,5.0,0.012244296079727187,Tb927.10.4430;Tb10.v4.0033;Tb11.v5.0767,"pumillo RNA binding protein PUF1;pumillo RNA binding protein PUF1;pumillo RNA binding protein PUF1, putative",1,GO:0003729|mRNA binding; GO:0003723|RNA binding; GO:0016071|mRNA metabolic process; GO:0010608|posttranscriptional regulation of gene expression; GO:0016049|cell growth; GO:0005737|cytoplasm; GO:0005488|binding,,,,,0.9260655889979964,0.8495860986524646,0.7075061789700589,0.36903602726387535,0.25786225461230383,,0.9412353137183264,,0.9719595090322424,0.9338022375117966,0.8010074577402899,0.7000959877135726,0.2985647933419999,0.25555541613862504,,,0.9188708809841204,,0.8929291562351986,0.8304180334462509,0.6788494370654854,0.3800155757965665,0.2341680318277557
Tb927.10.4440,,,,,,,,none,,Tb927.10.4440;Tb10.v4.0034,"predicted SAP domain protein;SAP domain containing protein, putative",0,GO:0005635|nuclear envelope; GO:0005634|nucleus,,,,,,0.6850238073847813,0.5026040507456042,,0.21560535757119312,,,,,,0.7003157615638634,0.5045578198825943,,,,,,,,,,0.5131805501795225,
Tb927.10.4450,0.9399398957269428,,26.509610123713998,,8.562073272599947e-10,,18.35349023265203,10.0,0.02354975700989836,Tb927.10.4450;Tb10.v4.0035;Tb11.v5.0757,"stress-inducible protein STI1-like, putative;stress-inducible protein STI1-like, putative;stress-inducible protein STI1-like, putative",1,GO:0005515|protein binding,,0.9226024414306496,0.9373083721098006,0.948785217471146,0.8956433285797298,0.8150882250494095,0.6693047790703224,0.4077021753270218,0.2668259272556547,0.9448885298122056,0.9164039298222262,,0.9069763562947024,0.8885853968514267,0.8101840111762239,0.6974577298345556,0.3623458134516007,0.3055069572144341,0.9390680627723218,0.9133005800398524,0.911406389396082,0.9536210912990046,0.9042571346377951,0.7906596661831703,0.6938550275255876,0.4302895184463088,0.29416548658992897
Tb927.10.4460,0.8188856251872247,0.09233284334637902,10.707568248000936,3.3902274296891237,0.2536432981124339,0.04673009293198624,11.358000512594225,3.0,0.020055979702064217,Tb927.10.4460;Tb10.v4.0036,"leucine carboxyl methyltransferase, putative;leucine carboxyl methyltransferase, putative",1,GO:0008168|methyltransferase activity; GO:0032259|methylation; GO:0003880|protein C-terminal carboxyl O-methyltransferase activity; GO:0006464|cellular protein modification process,,,,,0.8330704195395169,0.8568702351698951,0.5795111107028358,0.3283814756142775,0.3249089405823333,,,0.27808786683535514,,,0.744285255865753,0.6651615752978048,0.29953765944191224,,,,,,,0.8063097196296227,0.6281041792852817,0.4016816938506737,0.3047013994928765
Tb927.10.4470,,,,,,,,none,,Tb927.10.4470;Tb10.v4.0037,"hypothetical protein, conserved;hypothetical protein, conserved",0,GO:0005488|binding,,,,,,0.8037028293594387,0.6657900629344309,0.4076757500443813,,,,,,,,,,,,,,,,0.8145029601463791,0.6561886402569115,0.4601927076436544,0.3186900515625867
Tb927.10.4480,,,,,,,,none,,Tb927.10.4480;Tb10.v4.0038,"DNA damage repair protein, putative;chrX additional, unordered contigs",0,GO:0006281|DNA repair; GO:0005634|nucleus; GO:0003684|damaged DNA binding; GO:0005654|nucleoplasm; GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.10.4500,0.609338378917412,0.0739433469384552,13.084801002978914,9.592730634967396,0.17746505316427294,0.14315751542615165,13.541739098619507,5.0,0.023267392762690013,Tb927.10.4500;Tb10.v4.0040,"cap guanine-N7 methyltransferase;mRNA capping methyltransferase, putative",1,GO:0006370|7-methylguanosine mRNA capping; GO:0009452|7-methylguanosine RNA capping; GO:0008168|methyltransferase activity,,,,,,0.6134408308968804,0.5539376510456749,0.25428932187863634,0.2950493758758922,,,,,,0.6366556681250637,0.5832873656210544,0.3319255376648189,0.2299020770053189,,,,,0.8287142160435884,,0.4991945976085744,0.2532323679864663,
Tb10.v4.0041,0.9599514915965996,0.026801827907610886,14.525766855099315,1.971236364001476,0.03186823110223225,0.041725189008235145,10.536281192795343,3.0,0.012061964681791059,Tb10.v4.0041;Tb927.10.4510,"PUB domain containing protein, putative;PUB domain containing protein, putative",1,none,,,,0.8979336305311759,,0.7486470388892883,0.5363572494950382,0.2988881728675025,0.1611846612046852,,,,,0.8884781425261746,0.7758513890046423,0.6090801435460559,0.33494495626167625,0.16835490849157025,,0.9257249692754228,0.9156447650603354,,0.8578882171013232,0.7430924800607672,0.5453027950310559,0.26282944224661503,0.1814059182425276
Tb927.10.4330,0.998835039841937,,24.11490155407359,,4.842775069846539e-10,,16.69360472690017,9.0,0.013291363531203991,Tb927.10.4330;Tb11.v5.1012;Tb10.v4.0043,"2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative;2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative;chrX additional, unordered contigs",1,GO:0003824|catalytic activity; GO:0003863|3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity; GO:0005947|mitochondrial alpha-ketoglutarate dehydrogenase complex; GO:0005739|mitochondrion; GO:0008152|metabolic process,,,,,,,0.6388989975849406,0.4172984148862853,0.27055064201435663,0.9403506858685914,,,0.9333917127570188,0.8942950166435842,0.7780996472271342,0.7163405659832145,0.43954672692320657,0.319411309062742,,,,0.968882263416233,0.9369964618145672,0.8539149400218103,0.7173773473864428,0.4396001010574945,0.3228233726219812
Tb927.10.4320,0.9421146761509488,,20.236343693725487,,3.64431129717957e-09,,14.005193347842775,6.0,0.056940130423007426,Tb927.10.4320;Tb10.v4.0044,"hypothetical protein, conserved;hypothetical protein, conserved",1,none,,,,,,0.7927224378763333,0.6104358138155943,0.3126022390348635,0.239793143000608,,,,0.9081590788689271,,0.7514660411557735,0.78992700729927,0.34655263435751243,,,0.9404355534386494,,,0.8177335519209018,0.7569184160953916,0.6775806267116145,0.2264493088836667,0.2326979666228834
Tb927.10.4310,0.8603478616503712,0.049717079820815406,20.074135340956513,2.588245397738976,0.0975704641715336,0.05085349957531201,16.30534779865545,8.0,0.01625220703595724,Tb927.10.4310;Tb10.v4.0045,"prohibitin 2, putative;prohibitin, putative",1,GO:0006508|proteolysis; GO:0001302|replicative cell aging; GO:0070129|regulation of mitochondrial translation; GO:0005739|mitochondrion; GO:0005737|cytoplasm,0.9522537514393904,0.9511887242748724,0.9451156793813312,0.9517914045297894,0.9286121913998684,0.8142001408728023,0.6771921576821285,0.3964601204890708,0.312612943734877,0.9465394665041952,0.9416100157342788,0.9722405883489812,0.9654189037489171,0.8849925841806342,0.8359165636655984,0.6549024582884878,0.4143552311435523,0.3097454907362667,0.9566446943903264,0.9687603449777854,0.9266978964857456,0.9329682137025342,0.8907293303731052,0.8060679311901624,0.6858395459018058,0.40492688733720666,0.31063916031040145
Tb10.v4.0052,1.0045689471649777,2.3731094784997566,43.094798465174634,111.28375829852078,5.344635845005996e-10,0.3749357451071386,29.849466769382726,none,0.10595249264753856,Tb10.v4.0052;Tb927.10.10360;Tb10.v4.0053,microtubule-associated protein 2;Microtubule-associated repetitive protein;hypothetical protein,0,none,0.9863021539420394,0.9818626959963288,0.9771651576742568,0.974925978466872,0.9595522782865076,0.9083057434863969,0.8136482939632547,0.4161983310220665,0.28505426973495146,0.9871250893078459,0.9802672881991756,0.978824133399646,0.9761122138655692,0.9596789775670734,0.924679537818224,0.7984794628751976,0.43086247965849866,0.2933033157572526,0.9862117408200864,0.9811727747175192,0.9793443071451371,0.9767543260824564,0.9596241702287788,0.9213001072613436,0.7966457294567119,0.40941592557472,0.3012693459283938
Tb927.10.6950,0.9638149067932252,,21.19462655562189,,2.0006774015257639e-10,,14.669424337979938,7.0,0.016823120007979992,Tb927.10.6950;Tb927.10.6910;Tb11.v5.0496;Tb10.v4.0247,"sterol 24-c-methyltransferase, putative;Sterol methyltransferase, putative;sterol 24-c-methyltransferase, putative;s-adenosyl-L-methionine-c-24-delta-sterol-methyl transferase a, putative",1,GO:0006694|steroid biosynthetic process; GO:0008168|methyltransferase activity; GO:0008152|metabolic process; GO:0005783|endoplasmic reticulum; GO:0005737|cytoplasm,0.9600357767207384,0.9494959535199888,0.9358533461557212,0.93484532839478,0.8812085720205866,0.8365245753725132,0.6714531297401153,0.37217702749781495,0.2426096057681125,,0.9548677168150572,,,0.898365734014986,0.8537669858690583,0.7244521027975823,0.3708136059171339,0.26499357770971244,,0.9362522870044072,0.9216620713741356,0.918982228595956,0.9013924728176204,0.7944644804160026,0.6517800842750048,0.3810466154176152,0.23677612521603655
Tb11.01.2730,,,,,,,,none,,Tb11.01.2730,"hypothetical protein, conserved",0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb11.0190,,,,,,,,none,,Tb11.0190;Tb11.v5.0129,"variant surface glycoprotein (VSG, pseudogene), putative;variant surface protein (VSG), putative",0,none,,,,,,,,,,,,,,,,0.7056520616544875,,,,,,,,,,,
Tb11.02.5070b,1.0382176913050092,0.04010859739105024,4.6343187052121415,0.41007546405043577,0.0492353516656443,0.011736738616587096,3.414336734094407,1.0,0.02358799988592235,Tb11.02.5070b;Tb927.11.7212,"hypothetical protein, conserved;NADH-ubiquinone oxidoreductase complex I subunit, putative",1,none,,,,0.8333987920681469,0.7380416133413066,0.4133741704951505,0.249863254316156,0.05595479684555232,,,,0.8781053637836767,,,0.4193436293436294,0.2291834338263428,,,,,,0.9170027800093312,0.7169583548545964,0.4764187470039456,0.255263313393512,0.06898787518627157,
Tb927.11.7213,0.7987768001516797,0.0224667585612885,7.449072107108594,0.5443227198314583,0.13586877035482114,0.011301925346173658,6.524774142206467,1.0,0.010023180798278174,Tb927.11.7213;Tb11.02.5080b,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative;Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative",1,none,,,,0.9152281599815948,0.7578753676899354,0.6330981344258702,0.376412764152591,0.1908632828273961,0.12509211319635186,,,,,0.7797115960381267,0.561538785657102,0.4187468266550613,0.21004023347505726,0.15881530902042104,,,,0.7169838055925334,0.7195357607813603,0.6113793103448276,0.3853360572855403,0.1879346574460196,
Tb11.02.5090b,,,,,,,,none,,Tb11.02.5090b;Tb11.02.5090,"proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene;proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene",0,GO:0005634|nucleus; GO:0001510|RNA methylation; GO:0009452|7-methylguanosine RNA capping; GO:0008168|methyltransferase activity,,,,,,,0.6616363674053192,0.335815332760772,,,,,,,,0.7314648997134671,,,,,,,0.8872838616170272,,0.6575458031234982,0.3505979650181736,
Tb927.11.7214,,,,,,,,none,,Tb927.11.7214;Tb11.02.5100b,"hypothetical protein, conserved;hypothetical protein, conserved",0,GO:0005739|mitochondrion,,,,0.8085188924644008,,,,,,,,,,0.8156030886660158,0.6157971925413785,,0.2429509867571398,0.16311277846917624,,,,,,0.691743317238961,0.5902197368021153,,
Tb11.02.5105b,0.8982768093089868,0.040453881744456015,4.610660522030009,0.9367335531137679,0.14172694426197865,0.0581173795059248,3.960646997105201,1.0,0.019323634616676882,Tb11.02.5105b;Tb11.02.5105,"hypothetical protein, conserved;Present in the outer mitochondrial membrane proteome 15",1,GO:0005634|nucleus,,,0.8910514379380226,0.8259663407626245,0.7568619864090349,0.5066760365425158,0.31515984593818475,,,,,,0.8856183574388216,0.7267471518449243,0.5137804683766131,0.2959757221755411,,,,,,0.8352342844321454,0.7933245799318758,0.5285392760948973,0.30464723787709835,0.06277136958694476,
Tb927.11.7216,,,,,,,,none,,Tb927.11.7216;Tb11.02.5110b,"origin recognition complex subunit 1 (ORC1), putative;origin recognition complex subunit 1 (ORC1), putative",0,GO:0000808|origin recognition complex; GO:0005634|nucleus; GO:0005524|ATP binding; GO:0006260|DNA replication; GO:0006270|DNA replication initiation; GO:0003677|DNA binding; GO:0005737|cytoplasm; GO:0044786|cell cycle DNA replication,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.11.7218,0.9502457007810808,,15.869611012029154,,2.675732968526745e-10,,10.978404827567504,3.0,0.019944566323466147,Tb927.11.7218;Tb11.02.5120b,"mitochondrial edited mRNA stability factor 1 subunit;mitochondrial edited mRNA stability factor 1 subunit, putative",1,GO:0048255|mRNA stabilization; GO:0003723|RNA binding; GO:0020023|kinetoplast; GO:0000963|mitochondrial RNA processing; GO:0005739|mitochondrion; GO:0005737|cytoplasm; GO:0043631|RNA polyadenylation,,,,,,,0.5301079982465229,0.2214382518547497,0.16126901717842446,,,,0.9061023635390048,,0.7399811526634262,0.6083945123050042,0.2252505020709593,0.1400108972030512,,,,,0.8771649669185718,0.7213270561191787,0.5843561026228218,0.2655569750947465,0.18475130086598485
Tb11.02.5360b,0.8956129078095816,0.06479065593386216,16.492024175218187,3.0449669490474416,0.09953543078742033,0.07452575612100983,13.349117127447471,5.0,0.01489000818062534,Tb11.02.5360b;Tb11.02.5360,"hypothetical protein, conserved;hypothetical protein, conserved",1,none,,,,,,0.8020320775269504,0.7953005786960371,,0.24207179831518225,,,,0.955678072923573,0.8901908738141692,0.8395731897659597,0.5892746482840564,0.3397208489653286,0.2960156903726085,,,,0.9066255928358464,0.8953677893037213,0.8122015450620652,0.6511336231749867,0.3871629371852947,0.2607245454720729
Tb11.02.5370b,,,,,,,,none,,Tb11.02.5370b;Tb11.02.5370,"hypothetical protein, conserved;hypothetical protein, conserved",0,none,,,,,,0.7416419764141577,,,,,,,,,,,,,,,,,,0.7068615817069374,,,
Tb11.02.5380b,0.7848320816471772,0.02052621586702644,15.506336364493235,1.6764567369898309,0.12304389752631816,0.032947623558828514,13.365501472823214,5.0,0.003344227454747094,Tb11.02.5380b;Tb11.02.5380,"exosome complex exonuclease RRP44p homologue, putative;exosome complex exonuclease RRP44p homologue",1,GO:0005634|nucleus; GO:0000178|exosome (RNase complex); GO:0005085|guanyl-nucleotide exchange factor activity; GO:0004540|ribonuclease activity; GO:0005739|mitochondrion; GO:0006364|rRNA processing,,,,,0.9091792556887478,0.7520754660432775,0.6120258074783336,0.3640109620579367,0.23060030430895198,,,,,,0.7154914846246428,0.6004256438902559,0.3306920403987919,0.27255287219394464,,,,,,0.7277955618251858,0.5774884288693352,0.3360447446718852,0.24230787588463226
